candidate,text
trump,"mr. trump stated, “it is my great honor to receive the endorsement of the governor. we have had a wonderful relationship for many years. he is a solid person that i have tremendous respect for. i am really proud to receive the support of the governor and his family.” "
trump,
trump,"governor christie, who ended his presidential bid earlier this month following the new hampshire primary added, “donald is a leader. he is a successful person that, like me, isn’t afraid to tell it like it is. our system is broken and it won’t be fixed from the inside. i am proud to offer my endorsement of his candidacy for president.” "
trump,
trump,governor christie joined mr. trump at a campaign event in texas to officially announce the endorsement and will travel with him to oklahoma city for a rally later today. 
trump,
trump,"mr. trump has also been endorsed by congressmen chris collins, congressman duncan hunter, jr., former governor of alaska sarah palin, south carolina lt. governor henry mcmaster, arizona treasurer jeff dewitt and many other influential conservative leaders. he will campaign in oklahoma later today and travel to arkansas, tennessee, alabama, virginia, georgia and beyond over the next few days."
trump,lying ted cruz and lightweight choker  marco rubio teamed up last night in a last ditch effort to stop our great movement. they failed!
trump,what i would do on my first day in office. #makeamericagreatagain
trump,
trump,text trump to 88022 to join the #trumptrain
trump,"all the online polls have me winning the debate. i really enjoyed last night. not easy, but good."
trump,i will get it done. politicians will never get it done. together we will make america great again! #gopdebate
trump,drug dealers are pouring in from the southern border. we will build a wall on time and on budget. #gopdebate
trump,"john kerry negotiated one of the worst deals in the history of this country. there is nobody who has been tougher on john kerry, than me!"
trump,"i am a negotiator. that's what i do! i can assure you- marco doesn't know about this. i will do an amazing job, negotiating for this country. #gopdebate"
trump,i will make america great and safe again!!
trump,"thank you cadillac, michigan! get out and vote trump on tuesday, march 8th! we will make america great again!"
trump,"we only win if you get out and vote! they want to stop us, but together we will make america great again!"
trump,"the donald j. trump for president campaign has just announced it will be in wichita, kansas for a major rally on saturday, prior to the caucus. mr. trump will also be speaking at the kansas caucus and then departing for orlando, florida to speak to a crowd of approximately 20,000 people or more. "
trump,
trump,"because of this, he will not be able to speak at cpac, as he has done for many consecutive years. mr. trump would like to thank matt schlapp and all of the executives at cpac and looks forward to returning to next year, hopefully as president of the united states."
trump,washington – u.s. senator bob corker (r-tenn.) issued the following statement today regarding the 2016 presidential election:
trump,
trump,“here’s my message to the republican party leaders: focus more on listening to the american people and less on trying to stifle their voice.\
trump,
trump,"“what’s happening in the republican primary is the result of two things: the fecklessness and ineptness of the washington establishment in failing to address the big issues facing our country and years of anger with the overreach of the obama administration. and to be candid, i think the american people should be angrier than they are.”"
trump,
trump,senator corker has not endorsed a candidate in this election.
trump,"wow! what a morning! thank you #trumptrain! vote trump on tuesday, march 8th! next stop: cadillac, michigan!"
trump,we are in a trade war now and america is getting its clock cleaned! why wont politicians address this?
trump,thank you #trumptrain! lets make it a great day! preparing now for rally at macomb community college- here in michigan!
trump,donald j. trump position on visas
trump,
trump,"\""megyn kelly asked about highly-skilled immigration. the h-1b program is neither high-skilled nor immigration: these are temporary foreign workers, imported from abroad, for the explicit purpose of substituting for american workers at lower pay. i remain totally committed to eliminating rampant, widespread h-1b abuse and ending outrageous practices such as those that occurred at disney in florida when americans were forced to train their foreign replacements. i will end forever the use of the h-1b as a cheap labor program, and institute an absolute requirement to hire american workers first for every visa and immigration program. no exceptions.\"" #gopdebate"
trump,thank you america! when it is time to vote in your state- get out and vote trump! we will make america safe & great again! http://www.drudgereport.com/
trump,usss did an excellent job stopping the maniac running to the stage. he has ties to isis. should be in jail!
trump,the last person that hillary or bernie want to run against is donald trump --- and that is fact!
trump,"just finished my second speech. 20k in dayton & 25k in cleveland- perfectly behaved crowd. thanks- i love you, ohio!"
trump,"thank you dayton, ohio! i love you!!"
trump,i will end common core. it's a disaster. #makeamericagreatagain #trump2016
trump,
trump,end common core here: https://www.donaldjtrump.com/l/i-will-end-common-core.-its-a-disaster/
trump,the gop is getting stronger than it has ever been. together we will make america great again!
trump,"good morning! departing for dayton, ohio now! we are going to make america great again!"
trump,statement regarding trump campaign chicago rally postponement
trump,
trump,"mr. trump just arrived in chicago and after meeting with law enforcement has determined that for the safety of all of the tens of thousands of people that have gathered in and around the arena, tonight’s rally will be postponed to another date."
trump,
trump,thank you very much for your attendance and please go in peace.
trump,the democrats say we don't have a problem with border security. what country are they living in?
trump,thank you for your support. we continue to gain momentum- and we will make america great again.
trump,wow! great new poll numbers coming out of wisconsin. thank you! two big events today- with two more to go! lets make america great again!
trump,"wow! thank you! thousands inside & thousands more outside! we are gaining momentum, and we are going to make america great again!"
trump,"thank you! i had an amazing time, and appreciate your support. i love you! get out & #votetrump tomorrow! we are going to make america great again!"
trump,an article worth reading on nato. why are we footing 70% of the bill to keep europe safe? another deal made by politicians that is better for everyone else than it is for america!
trump,thank you pennsylvania!! we will make america great again!!
trump,na
trump,make america great again!
trump,"wow! what an evening in west allis, wisconsin! thank you for the incredible amount of support tonight. everyone get out and vote trump on tuesday, april 5th! we will make america great again!"
trump,"we are having a great time in wisconsin! there is a great feel here, just like there was in new hampshire. thank you for all of your support! make america great again!!"
trump,i am the only candidate with a chance to win the nomination without a brokered convention. a vote for cruz/kasich is a vote for the dc establishment!
trump,"thank you for the nice piece in the jewish telegraphic agency, jason dov greenblatt! keep up the great work- while i am away campaigning- to make america great again!"
trump,"wow! thank you for the unbelievable amount of support connecticut, and maryland! i will see you all real soon. this is a movement- and we are going to make america great again!"
trump,"new york, we will make america great again!"
trump,"thank you, gene simmons."
trump,what kind of country treats illegal immigrants better than their veterans? i will straighten this out immediately!
trump,"thank you, pennsylvania! a great way to start this monday morning! have a great day- i will be back soon!"
trump,"thank you poughkeepsie, new york! what a rally! lets get out and vote trump on tuesday, and make america great again!"
trump,receiving an endorsement from the new york veteran police association- on staten island today-- was an absolute honor! i love all law enforcement agencies- and they know--- i will have their back as potus! thank you!
trump,"wow! thank you, california! i can't wait to get out there- and see you all-- we are going to make america great again! make it a great day!"
trump,"lyin' ted cruz will never be able to beat hillary. despite a rigged delegate system, i am hundreds of delegates ahead of him."
trump,"wow! what a rally! thank you - carmel, indiana! it is imperative that you all get out and vote trump tomorrow. we are going to make america great again! love you all!"
trump,"great lunch at shapiro's deli in indianapolis, indiana! thank you for the amazing welcome! everyone get out tomorrow, and vote trump! we are going to make america great again!!"
trump,honored to have received the endorsement of lou holtz - a great guy! #inprimary #trump2016
trump,i will defeat crooked hillary clinton on 11/8/2016. #trump2016
trump,#makeamericagreatagain
trump,"i have been saying it all along. lyin' ted cruz! it won't even matter soon -- get out and vote trump on tuesday, indiana! lets make america great again!"
trump,for the amount of money we spend on illegal immigration and refugees we could rebuild every inner city in america.
trump,"crooked hillary clinton said she is used to \""dealing with men who get off the reservation.\"" actually, she has done poorly with such men!"
trump,"i will easily beat crooked hillary clinton in the general election. i haven't even begun on her- yet. lets secure the gop nomination -- then we will be able to focus on making america great again, and defeating crooked hillary!"
trump,"i love you fort wayne, indiana! what a great event -- thank you for your incredible support! everyone get out to the polls on tuesday, may 3rd -- so we can move forward and defeat crooked hillary clinton in november!"
trump,"wow! i am departing terre haute, indiana now. what a rally! thank you! your support was incredible. thousands in the theatre- and thousands outside. i love you! make sure you all get out & vote on tuesday, may 3rd!"
trump,just another example of the obama administration's lack of knowledge or care for our hereos (veterans.) an absolute disgrace! i will take care of our veterans - unlike crooked hillary clinton!
trump,"thank you america! i am only getting started- as we cannot have crooked hillary clinton in the white house. we want our country moving forwards, not backwards! crooked hillary is obama-- possibly even worse!"
trump,is hillary really protecting women?
trump,"crooked hillary clinton says a lot of things that sounds great for vote - but in reality, she does not mean it!"
trump,the american people are sick and tired of not being able to lead normal lives and to constantly be on the lookout for terror and terrorists!
trump,i love this country - and i want to give back! we are going to make america great again!
trump,hillary clinton is not qualified to be president because her judgement has been proven to be so bad! would be four more years of stupidity!
trump,crooked hillary wants to get rid of all guns and yet she is surrounded by bodyguards who are fully armed. no more guns to protect hillary!
trump,just another indication that crooked hillary clinton could never rebuild our suffering economy and the $19 trillion in debt -- and growing! vote trump this november and i guarantee you that i will be the greatest job creating president - god has ever created!
trump,"crooked hillary clintons foreign interventions unleashed isis in syria, iraq and libya. she is reckless and dangerous!"
trump,i don't have time for political correctness and neither does this country. donald j. trump
trump,"\""this is organized violence. this is a system of intimidation and criminality.\"" "
trump,milwaukee county sheriff david a. clarke jr
trump,san jose mayor sam liccardo did a terrible job of ordering the  protection of innocent people. the thugs were lucky supporters remained peaceful!
trump,"amazing photos from san jose rally, on the rope line. i love my supporters (#trumptrain) and appreciate your support! thank you!"
trump,"virtually every pundit, pollster and journalist—including the observer—failed in assessing the trump train in the primary. are we making the same mistake all over again in the general?"
trump,muhammad ali is dead at 74! a truly great champion and a wonderful guy. he will be missed by all!
trump,"terrible jobs report just reported. only 38,000 jobs added. bombshell!"
trump,"unbelievable - redding, california! thank you for the amazing support in 100+ degree temps. this is a movement - and we will win come november. make sure you get out and vote trump on tuesday, june 7th!"
trump,"bad performance with foreign policy \""speech\"" yesterday, by crooked hillary clinton! reading poorly from the telepromter! she doesn't even look presidential!"
trump,why aren't bill & crooked hillary being sued for their massive education scandal?
trump,trump properties are flying the flag at half-mast to honor the victims in #orlando.
trump,crooked hillary says we must call on saudi arabia and other countries to stop funding hate. i am calling on her to immediately return the $25 million plus she got from them for the clinton foundation!
trump,saudi arabia and many of the countries that gave vast amounts of money to the clinton foundation want women as slaves and to kill gays. hillary must return all money from such countries!
trump,"based on the incredibly inaccurate coverage and reporting of the record setting trump campaign, we are hereby revoking the press credentials of the phony and dishonest washington post."
trump,"i am no fan of president obama, but to show you how dishonest the phony washington post is, they wrote, \""donald trump suggests president obama was involved with orlando shooting\"" as their headline. sad!"
trump,"donald j. trump addresses terrorism, immigration, and national security"
trump,
trump,thank you for joining me today.
trump,
trump,"this was going to be a speech on hillary clinton and how bad a president, especially in these times of radical islamic terrorism, she would be."
trump,
trump,"even her former secret service agent, who has seen her under pressure and in times of stress, has stated that she lacks the temperament and integrity to be president."
trump,
trump,"there will be plenty of opportunity to discuss these important issues at a later time, and i will deliver that speech soon."
trump,
trump,but today there is only one thing to discuss: the growing threat of terrorism inside of our borders.
trump,
trump,"the attack on the pulse nightclub in orlando, florida, was the worst terrorist strike on our soil since september 11th, and the worst mass shooting in our country’s history."
trump,
trump,"so many people dead, so many people gravely injured, so much carnage, such a disgrace."
trump,
trump,the horror is beyond description.
trump,
trump,"the families of these wonderful people are totally devastated. likewise, our whole nation, and indeed the whole world, is devastated."
trump,
trump,"we express our deepest sympathies to the victims, the wounded, and their families."
trump,
trump,"we mourn, as one people, for our nation’s loss – and pledge our support to any and all who need it."
trump,
trump,i would like to ask now that we all observe a moment of silence for the victims of the attack.
trump,
trump,our nation stands together in solidarity with the members of orlando's lgbt community.
trump,
trump,this is a very dark moment in america’s history.
trump,
trump,"a radical islamic terrorist targeted the nightclub not only because he wanted to kill americans, but in order to execute gay and lesbian citizens because of their sexual orientation."
trump,
trump,it is a strike at the heart and soul of who we are as a nation.
trump,
trump,"it is an assault on the ability of free people to live their lives, love who they want and express their identity."
trump,
trump,it is an attack on the right of every single american to live in peace and safety in their own country.
trump,
trump,"we need to respond to this attack on america as one united people – with force, purpose and determination."
trump,
trump,but the current politically correct response cripples our ability to talk and think and act clearly.
trump,
trump,"if we don't get tough, and we don't get smart – and fast – we're not going to have a country anymore -- there will be nothing left."
trump,
trump,"the killer, whose name i will not use, or ever say, was born to afghan parents who immigrated to the united states. his father published support for the afghan taliban, a regime which murders those who don’t share its radical views. the father even said he was running for president of that country."
trump,
trump,the bottom line is that the only reason the killer was in america in the first place was because we allowed his family to come here.
trump,
trump,"that is a fact, and it's a fact we need to talk about."
trump,
trump,"we have a dysfunctional immigration system which does not permit us to know who we let into our country, and it does not permit us to protect our citizens."
trump,
trump,"we have an incompetent administration, and if i am not elected president, that will not change over the next four years -- but it must change, and it must change now."
trump,
trump,"with fifty people dead, and dozens more wounded, we cannot afford to talk around the issue anymore -- we have to address it head on."
trump,
trump,"i called for a ban after san bernardino, and was met with great scorn and anger but now, many are saying i was right to do so -- and although the pause is temporary, we must find out what is going on. the ban will be lifted when we as a nation are in a position to properly and perfectly screen those people coming into our country."
trump,
trump,"the immigration laws of the united states give the president the power to suspend entry into the country of any class of persons that the president deems detrimental to the interests or security of the united states, as he deems appropriate."
trump,
trump,"i will use this power to protect the american people. when i am elected, i will suspend immigration from areas of the world when there is a proven history of terrorism against the united states, europe or our allies, until we understand how to end these threats."
trump,
trump,"after a full, impartial and long overdue security assessment, we will develop a responsible immigration policy that serves the interests and values of america."
trump,
trump,"we cannot continue to allow thousands upon thousands of people to pour into our country, many of whom have the same thought process as this savage killer."
trump,
trump,many of the principles of radical islam are incompatible with western values and institutions.
trump,
trump,"radical islam is anti-woman, anti-gay and anti-american."
trump,
trump,"i refuse to allow america to become a place where gay people, christian people, and jewish people, are the targets of persecution and intimidation by radical islamic preachers of hate and violence."
trump,
trump,it’s not just a national security issue. it is a quality of life issue.
trump,
trump,"if we want to protect the quality of life for all americans – women and children, gay and straight, jews and christians and all people – then we need to tell the truth about radical islam."
trump,
trump,"we need to tell the truth, also, about how radical islam is coming to our shores."
trump,
trump,we are importing radical islamic terrorism into the west through a failed immigration system -- and through an intelligence community held back by our president.
trump,
trump,even our own fbi director has admitted that we cannot effectively check the backgrounds of the people we are letting into america.
trump,
trump,all of the september 11th hijackers were issued visas.
trump,
trump,large numbers of somali refugees in minnesota have tried to join isis.
trump,
trump,the boston bombers came here through political asylum.
trump,
trump,"the male shooter in san bernardino – again, whose name i won't mention -- was the child of immigrants from pakistan, and he brought his wife – the other terrorist - from saudi arabia, through another one of our easily exploited visa programs."
trump,
trump,"immigration from afghanistan into the united states has increased nearly five-fold in just one year. according to pew research, 99% of people in afghanistan support oppressive sharia law."
trump,
trump,we admit many more from other countries in the region who share these same oppressive views.
trump,
trump,"if we want to remain a free and open society, then we have to control our borders."
trump,
trump,"yet, hillary clinton – for months and despite so many attacks – repeatedly refused to even say the words “radical islam,” until i challenged her yesterday to say the words or leave the race."
trump,
trump,"however, hillary clinton – who has been forced to say the words today after policies she supports have caused us so much damage – still has no clue what radical islam is, and won’t speak honestly about what it is."
trump,
trump,"she is in total denial, and her continuing reluctance to ever name the enemy broadcasts weakness across the world."
trump,
trump,"in fact, just a few weeks before the san bernardino slaughter, hillary clinton explained her refusal to say the words radical islam. here is what she said: “muslims are peaceful and tolerant people, and have nothing whatsoever to do with terrorism.”"
trump,
trump,"hillary clinton says the solution is to ban guns. they tried that in france, which has among the toughest gun laws in the world, and 130 were brutally murdered by islamic terrorists in cold blood. her plan is to disarm law-abiding americans, abolishing the 2nd amendment, and leaving only the bad guys and terrorists with guns. she wants to take away americans’ guns, then admit the very people who want to slaughter us."
trump,
trump,"i will be meeting with the nra, which has given me their earliest endorsement in a presidential race, to discuss how to ensure americans have the means to protect themselves in this age of terror."
trump,
trump,"the bottom line is that hillary supports the policies that bring the threat of radical islam into america, and allow it to grow overseas."
trump,
trump,"in fact, hillary clinton’s catastrophic immigration plan will bring vastly more radical islamic immigration into this country, threatening not only our security but our way of life."
trump,
trump,"when it comes to radical islamic terrorism, ignorance is not bliss – it's deadly."
trump,
trump,"the obama administration, with the support of hillary clinton and others, has also damaged our security by restraining our intelligence-gathering and failing to support law enforcement. they have put political correctness above common sense, above your safety, and above all else."
trump,
trump,i refuse to be politically correct.
trump,
trump,i will do the right thing--i want to straighten things out and to make america great again.
trump,
trump,"the days of deadly ignorance will end, and they will end soon."
trump,
trump,"as president i will give our intelligence community, law enforcement and military the tools they need to prevent terrorist attacks."
trump,
trump,"we need an intelligence-gathering system second to none. that includes better cooperation between state, local and federal officials – and with our allies."
trump,
trump,"i will have an attorney general, a director of national intelligence, and a secretary of defense who will know how to fight the war on radical islamic terrorism – and who will have the support they require to get the job done."
trump,
trump,we also must ensure the american people are provided the information they need to understand the threat.
trump,
trump,the senate subcommittee on immigration has already identified hundreds of immigrants charged with terrorist activities inside the united states since september 11th.
trump,
trump,"nearly a year ago, the senate subcommittee asked president obama's departments of justice, state and homeland security to provide the immigration history of all terrorists inside the united states."
trump,
trump,these departments refused to comply.
trump,
trump,president obama must release the full and complete immigration histories of all individuals implicated in terrorist activity of any kind since 9/11.
trump,
trump,the public has a right to know how these people got here.
trump,
trump,"we have to screen applicants to know whether they are affiliated with, or support, radical groups and beliefs."
trump,
trump,we have to control the amount of future immigration into this country to prevent large pockets of radicalization from forming inside america.
trump,
trump,"even a single individual can be devastating, just look at what happened in orlando. can you imagine large groups?"
trump,
trump,"truly, our president doesn't know what he is doing. he has failed us, and failed us badly, and under his leadership, this situation will not get any better -- it will only get worse."
trump,
trump,"each year, the united states permanently admits more than 100,000 immigrants from the middle east, and many more from muslim countries outside the middle east. our government has been admitting ever-growing numbers, year after year, without any effective plan for our security."
trump,
trump,"in fact, clinton's state department was in charge of the admissions process for people applying to enter from overseas."
trump,
trump,"having learned nothing from these attacks, she now plans to massively increase admissions without a screening plan, including a 500% increase in syrian refugees."
trump,
trump,"this could be a better, bigger version of the legendary trojan horse."
trump,
trump,we can't let this happen.
trump,
trump,"altogether, under the clinton plan, you'd be admitting hundreds of thousands of refugees from the middle east with no system to vet them, or to prevent the radicalization of their children."
trump,
trump,the burden is on hillary clinton to tell us why she believes immigration from these dangerous countries should be increased without any effective system to screen who we are bringing in.
trump,
trump,the burden is on hillary clinton to tell us why we should admit anyone into our country who supports violence of any kind against gay and lesbian americans.
trump,
trump,the burden is also on hillary clinton to tell us how she will pay for it. her plan will cost americans hundreds of billions of dollars long-term.
trump,
trump,"wouldn't this money be better spent on rebuilding america for our current population, including the many poor people already living here?"
trump,
trump,"we have to stop the tremendous flow of syrian refugees into the united states – we don't know who they are, they have no documentation, and we don't know what they're planning."
trump,
trump,what i want is common sense. i want a mainstream immigration policy that promotes american values.
trump,
trump,"that is the choice i put before the american people: a mainstream immigration policy designed to benefit america, or hillary clinton's radical immigration policy designed to benefit politically-correct special interests."
trump,
trump,"we've got to get smart, and tough, and vigilant, and we've got to do it now, because later is too late."
trump,
trump,"the media talks about “homegrown,” terrorism, but islamic radicalism, and the networks that nurture it, are imports from overseas."
trump,
trump,"yes, there are many radicalized people already inside our country as a result of the poor policies of the past. but the whole point is that it will be much, much easier to deal with our current problem if we don’t keep on bringing in people who add to the problem."
trump,
trump,"for instance, the controversial mosque attended by the boston bombers had as its founder an immigrant from overseas charged in an assassination plot."
trump,
trump,this shooter in orlando was the child of an immigrant father who supported one of the most repressive regimes on earth. why would we admit people who support violent hatred?
trump,
trump,"hillary clinton can never claim to be a friend of the gay community as long as she continues to support immigration policies that bring islamic extremists to our country who suppress women, gays and anyone who doesn’t share their views."
trump,
trump,she can’t have it both ways. she can’t claim to be supportive of these communities while trying to increase the number of people coming in who want to oppress them.
trump,
trump,how does this kind of immigration make our life better? how does this kind of immigration make our country better?
trump,
trump,why does hillary clinton want to bring people here—in vast numbers—who reject our values?
trump,
trump,"ask yourself, who is really the friend of women and the lgbt community, donald trump with his actions, or hillary clinton with her words? clinton wants to allow radical islamic terrorists to pour into our country—they enslave women, and murder gays."
trump,
trump,i don’t want them in our country.
trump,
trump,"immigration is a privilege, and we should not let anyone into this country who doesn’t support our communities – all of our communities."
trump,
trump,"america has already admitted four times more immigrants than any country on earth, and we continue to admit millions more with no real checks or scrutiny."
trump,
trump,"not surprisingly, wages for our workers haven’t budged in many years."
trump,
trump,"so whether it’s matter of national security, or financial security, we can’t afford to keep on going like this. we owe $19 trillion in debt, and no longer have options."
trump,
trump,"all our communities, from all backgrounds, are ready for some relief. this is not an act of offense against anyone; it is an act of defense."
trump,
trump,"i want us all to work together, including in partnership with our muslim communities. but muslim communities must cooperate with law enforcement and turn in the people who they know are bad – and they do know where they are."
trump,
trump,"i want to fix our schools, roads, bridges and job market. i want every american to succeed. hillary clinton wants to empty out the treasury to bring people into the country that include individuals who preach hate against our own citizens."
trump,
trump,i want to protect our citizens – all of our citizens.
trump,
trump,the terrorist attack on the pulse night club demands a full and complete investigation into every aspect of the assault.
trump,
trump,"in san bernardino, as an example, people knew what was going on, but they used the excuse of racial profiling for not reporting it."
trump,
trump,"we need to know what the killer discussed with his relatives, parents, friends and associates."
trump,
trump,"we need to know if he was affiliated with any radical mosques or radical activists and what, if any, is their immigration status."
trump,
trump,"we need to know if he travelled anywhere, and who he travelled with."
trump,
trump,we need to make sure every single last person involved in this plan – including anyone who knew something but didn't tell us – is brought to justice.
trump,
trump,"if it can be proven that somebody had information about any attack, and did not give this information to authorities, they must serve prison time ."
trump,
trump,"america must do more – much more – to protect its citizens, especially people who are potential victims of crimes based on their backgrounds or sexual orientations."
trump,
trump,it also means we must change our foreign policy.
trump,
trump,"the decision to overthrow the regime in libya, then pushing for the overthrow of the regime in syria, among other things, without plans for the day after, have created space for isis to expand and grow."
trump,
trump,"these actions, along with our disastrous iran deal, have also reduced our ability to work in partnership with our muslim allies in the region."
trump,
trump,"that is why our new goal must be to defeat islamic terrorism, not nation-building."
trump,
trump,"for instance, the last major nato mission was hillary clinton's war in libya. that mission helped unleash isis on a new continent."
trump,
trump,"i've said nato needs to change its focus to stopping terrorism. since i've raised that criticism, nato has since announced a new initiative focused on just that."
trump,
trump,"america must unite the whole civilized world in the fight against islamic terrorism, just like we did against communism in the cold war."
trump,
trump,"we've tried it president obama's way. he gave the world his apology tour, we got isis, and many other problems, in return."
trump,
trump,i'd like to conclude my remarks today by again expressing our solidarity with the people of orlando who have come under attack.
trump,
trump,"when i am president, i pledge to protect and defend all americans who live inside of our borders. wherever they come from, wherever they were born, all americans living here and following our laws will be protected."
trump,
trump,america will be a tolerant and open society.
trump,
trump,america will also be a safe society.
trump,
trump,we will protect our borders at home.
trump,
trump,we will defeat isis overseas.
trump,
trump,we will ensure every parent can raise their children in peace and safety.
trump,
trump,we will make america rich again.
trump,
trump,we will make america safe again.
trump,
trump,we will make american great again.
trump,
trump,thank you.
trump,"moment of silence for all of the victims in orlando, florida."
trump,trump properties are flying the flag at half-mast to honor the victims in #orlando.
trump,"heading to new hampshire with my team now, to discuss terror and the horrible events yesterday- with a 2:30 p.m. start time. thoughts & prayers remain with everyone in orlando, florida. -dt"
trump,all trump properties are flying the flag at half-mast to honor the victims in #orlando.
trump,
