candidate,text
bernie,"today, the overwhelming majority of the american people not only oppose cutting social security, they support expanding social security by scrapping the cap on taxable income above $250,000. my plan to expand social security would increase social security benefits by about $1,300 a year for seniors trying to scrape by on less than $16,000 a year. according to an nbc/wall street journal poll, by a 3-1 margin, the american people want us to expand social security benefits. and, with your support, that’s exactly what we’re going to do."
bernie,"danny devito and matthew cooke are right. we cannot allow hatred and divisiveness to plague this country. we must put an end to racism and sexism in america, which is why we cannot allow donald trump to win the presidency, and i'm the best democratic candidate to stop him."
bernie,"when we first launched our campaign, the political media dismissed us. they said our \""radical ideas\"" would never attract much support against an \""inevitable candidate.\"" but together, we’ve built a campaign that has shocked the political establishment."
bernie,
bernie,"washington, d.c.'s primary takes place on tomorrow, tuesday, june 14 – the last one of this presidential nominating process. please commit to vote to help move this country in a very different direction."
bernie,"washington, d.c. is home to more people than the state of vermont, yet its residents lack voting representation in congress."
bernie,"all americans are horrified, disgusted and saddened by the horrific atrocity in orlando."
bernie,
bernie,"at this point we do not know whether this was an act of terrorism, a terrible hate crime against gay people or the act of a very sick person, but we extend our heartfelt condolences to the victims’ families and loved ones and our thoughts are with the injured and the entire orlando lgbtq community."
bernie,"washington, d.c. is home to more people than the state of vermont, yet its residents lack voting representation in congress. i think it is morally wrong for american citizens who pay federal taxes, fight in our wars and live in our country to be denied the basic right to full congressional representation."
bernie,"while the economy has improved significantly since the worst days of the recession, our nation still faces a major jobs crisis.  we need to create millions of decent paying jobs, and we need to create them now.  and infrastructure spending is one of the best ways to do just that."
bernie,climate change is real. it is caused by human activity and it is already causing devastating problems in the united states and around the world. we must act boldly now.
bernie,"what kind of morality is it when congress gives tax breaks to billionaires and corporations, but cuts nutrition programs for kids?"
bernie,
bernie,
trump,
trump,"thank you to donald rumsfeld for the endorsement. very much appreciated. clinton's conduct has been \""disqualifying.\"
trump,crooked hillary clinton is a world class liar!
trump,time to make america safe & great again!
trump,hillary says things can't change. i say they have to change. it's a choice between americanism and her corrupt globalism. #imwithyou
trump,donald j. trump on the stakes of the election
trump,
trump,today i‘d like to share my thoughts about the stakes in this election.
trump,
trump,people have asked me why i am running for president.
trump,
trump,i have built an amazing business that i love and i get to work side-by-side with my children every day.
trump,
trump,we come to work together and turn visions into reality.
trump,
trump,"we think big, and then we make it happen."
trump,
trump,"i love what i do, and i am grateful beyond words to the nation that has allowed me to do it."
trump,
trump,"so when people ask me why i am running, i quickly answer: i am running to give back to this country which has been so good to me."
trump,
trump,"when i see the crumbling roads and bridges, or the dilapidated airports, or the factories moving overseas to mexico, or to other countries, i know these problems can all be fixed, but not by hillary clinton – only by me."
trump,
trump,"the fact is, we can come back bigger and better and stronger than ever before --jobs, jobs, jobs!"
trump,
trump,"everywhere i look, i see the possibilities of what our country could be. but we can’t solve any of these problems by relying on the politicians who created them."
trump,
trump,we will never be able to fix a rigged system by counting on the same people who rigged it in the first place.
trump,
trump,the insiders wrote the rules of the game to keep themselves in power and in the money.
trump,
trump,"that’s why we’re asking bernie sanders’ voters to join our movement: so together we can fix the system for all americans. importantly, this includes fixing all of our many disastrous trade deals."
trump,
trump,because it’s not just the political system that’s rigged. it’s the whole economy.
trump,
trump,it’s rigged by big donors who want to keep down wages.
trump,
trump,"it’s rigged by big businesses who want to leave our country, fire our workers, and sell their products back into the u.s. with absolutely no consequences for them."
trump,
trump,it’s rigged by bureaucrats who are trapping kids in failing schools.
trump,
trump,"it’s rigged against you, the american people."
trump,
trump,"hillary clinton who, as most people know, is a world class liar –"
trump,
trump,"just look at her pathetic email and server statements, or her phony landing in bosnia where she said she was under attack but the attack turned out to be young girls handing her flowers, a total self-serving lie.[1]"
trump,
trump,brian williams’ career was destroyed for saying far less.
trump,
trump,"yesterday, she even tried to attack me and my many businesses. but here is the bottom line: i started off in brooklyn new york, not so long ago, with a small loan and built a business worth over 10 billion dollars. i have always had a talent for building businesses and, importantly, creating jobs. that is a talent our country desperately needs."
trump,
trump,"i am running for president to end the unfairness and to put you, the american worker, first."
trump,
trump,"we are going to put america first, and we are going to make america great again."
trump,
trump,"this election will decide whether we are ruled by the people, or by the politicians."
trump,
trump,here is my promise to the american voter:
trump,
trump,"if i am elected president, i will end the special interest monopoly in washington, d.c."
trump,
trump,the other candidate in this race has spent her entire life making money for special interests – and taking money from special interests.
trump,
trump,hillary clinton has perfected the politics of personal profit and theft.
trump,
trump,"she ran the state department like her own personal hedge fund – doing favors for oppressive regimes, and many others, in exchange for cash."
trump,
trump,"then, when she left, she made $21.6 million giving speeches to wall street banks and other special interests – in less than 2 years – secret speeches that she does not want to reveal to the public. [2] [3]"
trump,
trump,"together, she and bill made $153 million giving speeches to lobbyists, ceos, and foreign governments in the years since 2001.[4]"
trump,
trump,"they totally own her, and that will never change."
trump,
trump,"the choice in this election is a choice between taking our government back from the special interests, or surrendering our last scrap of independence to their total and complete control."
trump,
trump,those are the stakes.
trump,
trump,"hillary clinton wants to be president. but she doesn't have the temperament, or, as bernie sanders' said, the judgement, to be president."
trump,
trump,she believes she is entitled to the office.
trump,
trump,her campaign slogan is “i’m with her.”
trump,
trump,you know what my response to that is? i’m with you: the american people.
trump,
trump,she thinks it’s all about her.
trump,
trump,i know it’s all about you – i know it’s all about making america great again for all americans.
trump,
trump,our country lost its way when we stopped putting the american people first.
trump,
trump,"we got here because we switched from a policy of americanism – focusing on what’s good for america’s middle class – to a policy of globalism, focusing on how to make money for large corporations who can move their wealth and workers to foreign countries all to the detriment of the american worker and the american economy."
trump,
trump,"we reward companies for offshoring, and we punish companies for doing business in america and keeping our workers employed."
trump,
trump,this is not a rising tide that lifts all boats.
trump,
trump,this is a wave of globalization that wipes out our middle class and our jobs.
trump,
trump,"we need to reform our economic system so that, once again, we can all succeed together, and america can become rich again."
trump,
trump,that’s what we mean by america first.
trump,
trump,"our country will be better off when we start making our own products again, bringing our once great manufacturing capabilities back to our shores."
trump,
trump,our founders understood this.
trump,
trump,one of the first major bills signed by george washington called for “the encouragement and protection of manufactur[ing]” in america.[5]
trump,
trump,"our first republican president, abraham lincoln, warned us by saying:"
trump,
trump,“the abandonment of the protective policy by the american government will produce want and ruin among our people.”[6]
trump,
trump,i have visited the cities and towns across america and seen the devastation caused by the trade policies of bill and hillary clinton.
trump,
trump,"hillary clinton supported bill clinton’s disastrous nafta, just like she supported china’s entrance into the world trade organization.[7]"
trump,
trump,we’ve lost nearly one-third of our manufacturing jobs since these two hillary-backed agreements were signed.[8]
trump,
trump,"our trade deficit with china soared 40% during hillary clinton’s time as secretary of state -- a disgraceful performance for which she should not be congratulated, but rather scorned.[9]"
trump,
trump,then she let china steal hundreds of billions of dollars in our intellectual property – a crime which is continuing to this day.[10]
trump,
trump,"hillary clinton gave china millions of our best jobs, and effectively let china completely rebuild itself."
trump,
trump,"in return, hillary clinton got rich!"
trump,
trump,"the book clinton cash, by peter schweitzer, documents how bill and hillary used the state department to enrich their family at america’s expense."
trump,
trump,she gets rich making you poor.
trump,
trump,"here is a quote from the book: “at the center of us policy toward china was hillary clinton…at this critical time for us-china relations, bill clinton gave a number of speeches that were underwritten by the chinese government and its supporters.”"
trump,
trump,these funds were paid to the clinton bank account while hillary was negotiating with china on behalf of the united states.[11]
trump,
trump,"she sold out our workers, and our country, for beijing."
trump,
trump,"hillary clinton has also been the biggest promoter of the trans-pacific partnership, which will ship millions more of our jobs overseas – and give up congressional power to an international foreign commission.[12]"
trump,
trump,"now, because i have pointed out why it would be such a disastrous deal, she is pretending that she is against it. she has even deleted this record of total support from her book – deletion is something she is very good at -- (at least 30,000 emails are missing.)[13]"
trump,
trump,"but this latest clinton cover-up doesn’t change anything: if she is elected president, she will adopt the trans-pacific partnership, and we will lose millions of jobs and our economic independence for good. she will do this, just as she has betrayed the american worker on trade at every single stage of her career – and it will be even worse than the clintons’ nafta deal."
trump,
trump,"i want trade deals, but they have to be great for the united states and our workers."
trump,
trump,"we don't make great deals anymore, but we will once i become president."
trump,
trump,"it’s not just our economy that’s been corrupted, but our foreign policy too."
trump,
trump,the hillary clinton foreign policy has cost america thousands of lives and trillions of dollars – and unleashed isis across the world.
trump,
trump,"no secretary of state has been more wrong, more often, and in more places than hillary clinton."
trump,
trump,"her decisions spread death, destruction and terrorism everywhere she touched."
trump,
trump,"among the victims is our late ambassador, chris stevens. he was left helpless to die as hillary clinton soundly slept in her bed -- that's right, when the phone rang at 3 o'clock in the morning, she was sleeping."
trump,
trump,ambassador stevens and his staff in libya made hundreds of requests for security.[14]
trump,
trump,hillary clinton’s state department refused them all.
trump,
trump,"she started the war that put him in libya, denied him the security he asked for, then left him there to die."
trump,
trump,"to cover her tracks, hillary lied about a video being the cause of his death.[15]"
trump,
trump,here is what one of the victim’s mothers had to say:
trump,
trump,"“i want the whole world to know it: she lied to my face, and you don’t want this person to be president.”[16]"
trump,
trump,"in 2009, before hillary clinton was sworn in, it was a different world."
trump,
trump,libya was cooperating.
trump,
trump,iraq was seeing a reduction in violence.
trump,
trump,syria was under control.
trump,
trump,iran was being choked by sanctions.
trump,
trump,egypt was governed by a friendly regime that honored its peace treaty with israel.
trump,
trump,isis wasn’t even on the map.
trump,
trump,"fast forward to 2013: in just four years, secretary clinton managed"
trump,
trump,to almost single-handedly destabilize the entire middle east.
trump,
trump,her invasion of libya handed the country over to the isis barbarians.
trump,
trump,"thanks to hillary clinton, iran is now the dominant islamic power in the middle east, and on the road to nuclear weapons."
trump,
trump,hillary clinton’s support for violent regime change in syria has thrown the country into one of the bloodiest civil wars anyone has ever seen – while giving isis a launching pad for terrorism against the west.[17]
trump,
trump,"she helped force out a friendly regime in egypt and replace it with the radical muslim brotherhood. the egyptian military has retaken control, but clinton has opened the pandora’s box of radical islam."
trump,
trump,"then, there was the disastrous strategy of announcing our departure date from iraq, handing large parts of the country over to isis killers.[18]"
trump,
trump,isis threatens us today because of the decisions hillary clinton has made.
trump,
trump,"isis also threatens peaceful muslims across the middle east, and peaceful muslims across the world, who have been terribly victimized by horrible brutality – and who only want to raise their kids in peace and safety."
trump,
trump,"in short, hillary clinton’s tryout for the presidency has produced one deadly foreign policy disaster after another."
trump,
trump,it all started with her bad judgment in supporting the war in iraq in the first place.[19]
trump,
trump,"though i was not in government service, i was among the earliest to criticize the rush to war, and yes, even before the war ever started.[20]"
trump,
trump,"but hillary clinton learned nothing from iraq, because when she got into power, she couldn’t wait to rush us off to war in libya."
trump,
trump,"she lacks the temperament, the judgment and the competence to lead."
trump,
trump,in the words of a secret service agent posted outside the oval office:
trump,
trump,“she simply lacks the integrity and temperament to serve
trump,
trump,"in the office…from the bottom of my soul, i know this to be true…her leadership style – volcanic, impulsive…disdainful of the rules set for everyone else – hasn’t changed a bit.”[21]"
trump,
trump,perhaps the most terrifying thing about hillary clinton’s foreign policy is that she refuses to acknowledge the threat posed by radical islam.
trump,
trump,"in fact, hillary clinton supports a radical 550% increase in syrian refugees coming into the united states, and that's an increase over president obama's already very high number.[22]"
trump,
trump,"under her plan, we would admit hundreds of thousands of refugees from the most dangerous countries on earth – with no way to screen who they are or what they believe.[23] [24]"
trump,
trump,"already, hundreds of recent immigrants and their children have been convicted of terrorist activity inside the u.s.[25]"
trump,
trump,"the father of the orlando shooter was a taliban supporter from afghanistan, one of the most repressive anti-gay and anti-women regimes on earth.[26]"
trump,
trump,i only want to admit people who share our values and love our people.
trump,
trump,hillary clinton wants to bring in people who believe women should be enslaved and gays put to death.
trump,
trump,"maybe her motivation lies among the more than 1,000 foreign donations hillary failed to disclose while at the state department.[27]"
trump,
trump,hillary clinton may be the most corrupt person ever to seek the presidency.
trump,
trump,"here is some more of what we learned from the book, clinton cash:"
trump,
trump,"a foreign telecom giant faced possible state department sanctions for providing technology to iran, and other oppressive regimes. so what did this company do? for the first time ever, they decided to pay bill clinton $750,000 for a single speech. the clintons got their cash, the telecom company escaped sanctions.[28]"
trump,"hillary clinton’s state department approved the transfer of 20% of america’s uranium holdings to russia, while 9 investors in the deal funneled $145 million to the clinton foundation.[29]"
trump,hillary clinton appointed a top donor to a national security board with top secret access – even though he had no national security credentials.[30]
trump,"hillary clinton accepted $58,000 in jewelry from the government of brunei when she was secretary of state – plus millions more for her foundation. the sultan of brunei has pushed oppressive sharia law, including the punishment of death by stoning for being gay. the government of brunei also stands to be one of the biggest beneficiaries of hillary’s trans-pacific partnership, which she would absolutely approve if given the chance. [31]"
trump,"hillary clinton took up to $25 million from saudi arabia, where being gay is also punishable by death.[32]"
trump,"hillary took millions from kuwait, qatar, oman and many other countries that horribly abuse women and lgbt citizens.[33]"
trump,"to cover-up her corrupt dealings, hillary clinton illegally stashed her state department emails on a private server."
trump,
trump,her server was easily hacked by foreign governments – perhaps even by her financial backers in communist china – putting all of america in danger.[34]
trump,
trump,"then there are the 33,000 emails she deleted.[35]"
trump,
trump,"while we may not know what is in those deleted emails, our enemies probably do."
trump,
trump,so they probably now have a blackmail file over someone who wants to be president of the united states.
trump,
trump,this fact alone disqualifies her from the presidency.
trump,
trump,"we can’t hand over our government to someone whose deepest, darkest secrets may be in the hands of our enemies."
trump,
trump,national security is also immigration security – and hillary wants neither.
trump,
trump,hillary clinton has put forward the most radical immigration platform in the history of the united states.
trump,
trump,"she has pledged to grant mass amnesty and in her first 100 days, end virtually all immigration enforcement, and thus create totally open borders in the united states.[36]"
trump,
trump,the first victims of her radical policies will be poor african-american and hispanic workers who need jobs. they are the ones she will hurt the most.
trump,
trump,let me share with you a letter our campaign received from mary ann mendoza.
trump,
trump,"she lost her amazing son, police sergeant brandon mendoza, after he was killed by an illegal immigrant because of the open borders policies supported by hillary clinton.[37]"
trump,
trump,"sadly, the mendoza family is just one of thousands who have suffered the same fate."
trump,
trump,here is an excerpt from mrs. mendoza’s letter:
trump,
trump,"“hillary clinton, who already has the blood of so many on her hands, is now announcing that she is willing to put each and every one of our lives in harms’ way – an open door policy to criminals and terrorists to enter our country. hillary is not concerned about you or i, she is only concerned about the power the presidency would bring to her. she needs to go to prison to pay for the crimes she has already committed against this country.”"
trump,
trump,"hillary also wants to spend hundreds of billions to resettle middle eastern refugees in the united states, on top of the current record level of immigration."
trump,
trump,"for the amount of money hillary clinton would like to spend on refugees, we could rebuild every inner city in america."
trump,
trump,"hillary’s wall street immigration agenda will keep immigrant communities poor, and unemployed americans out of work. she can’t claim to care about african-american and hispanic workers when she wants to bring in millions of new low-wage workers to compete against them."
trump,
trump,here are a few things a trump administration will do for america in the first 100 days:
trump,
trump,appoint judges who will uphold the constitution. hillary clinton’s radical judges will virtually abolish the 2nd amendment.
trump,change immigration rules to give unemployed americans an opportunity to fill good-paying jobs
trump,"stand up to countries that cheat on trade, of which there are many"
trump,cancel rules and regulations that send jobs overseas
trump,lift restrictions on energy production
trump,repeal and replace job-killing obamacare -- it is a disaster.
trump,pass massive tax reform to create millions of new jobs.
trump,impose tough new ethics rules to restore dignity to the office of secretary of state.
trump,there is one common theme in all of these reforms.
trump,
trump,it’s going to be america first.
trump,
trump,this is why the stakes in november are so great.
trump,
trump,"on election day, the politicians stand trial before the people."
trump,
trump,the voters are the jury. their ballots are the verdict. we don’t need or want another clinton or obama.
trump,
trump,"come november, the american people will have a chance to issue a verdict on the politicians that have sacrificed their security, betrayed their prosperity, and sold out their country."
trump,
trump,"they will have a chance to vote for a new agenda with big dreams, bold ideas and enormous possibilities for the american people."
trump,
trump,hillary clinton’s message is old and tired. her message is that can’t change.
trump,
trump,my message is that things have to change – and this is our one chance do it. this is our last chance to do it.
trump,
trump,"americans are the people that tamed the west, that dug out the panama canal, that sent satellites across the solar system that built the great dams, and so much more."
trump,
trump,then we started thinking small.
trump,
trump,"we stopped believing in what america could do, and became reliant on other countries, other people, and other institutions."
trump,
trump,"we lost our sense of purpose, and daring."
trump,
trump,but that’s not who we are.
trump,
trump,"come this november, we can bring america back – bigger and better, and stronger than ever."
trump,
trump,we will build the greatest infrastructure on the planet earth – the roads and railways and airports of tomorrow.
trump,
trump,our military will have the best technology and finest equipment – we will bring it back all the way.
trump,
trump,massive new factories will come roaring into our country – breathing life and hope into our communities.
trump,
trump,"inner cities, which have been horribly abused by hillary clinton and the democrat party, will finally be rebuilt."
trump,
trump,construction is what i know -- nobody knows it better.
trump,
trump,"the real wages for our workers have not been raised for 18 years -- but these wages will start going up, along with the new jobs. hillary’s massive taxation, regulation and open borders will destroy jobs and drive down wages for everyone."
trump,
trump,we are also going to be supporting our police and law enforcement -- we can never forget the great job they do.
trump,
trump,i am also going to appoint great supreme court justices.
trump,
trump,our country is going to start working again.
trump,
trump,people are going to start working again.
trump,
trump,parents are going to start dreaming big for their children again – including parents in our inner cities.
trump,
trump,americans are going to start believing in the future or our country.
trump,
trump,we are going to make america rich again.
trump,
trump,we are going to make america safe again.
trump,
trump,we are going to make america great again – and great again for everyone.
trump,
trump,------------------------------------------------------
trump,
trump,"[1] (“sen. hillary rodham clinton remarks on iraq” the george washington university, 3/17/2008)"
trump,
trump,"[2] (“2013 tax return,” hillary clinton, accessed 6/22/2016)"
trump,
trump,"[3] (“2014 tax return,” hillary clinton, accessed 6/22/2016)"
trump,
trump,"[4] (robert yoon, “$153 million in bill and hillary clinton speaking fees, documented,” cnn, 2/6/2016)"
trump,
trump,"[5] (“statement submitted by thomas o. marvin, secretary home market club, boston,” committee of ways and means, 1/10/1913)"
trump,
trump,"[6] (“abraham lincoln, complete works,” john nicolay and john hay, 1894)"
trump,
trump,"[7] (domenico montanaro, “a timeline of hillary clinton's evolution on trade” npr, 4/21/2015)"
trump,
trump,"[8] (“all employees: manufacturing,” federal reserve bank of st. louis, accessed 6/22/2016)"
trump,
trump,"[9] (“trade in goods with china,” u.s. census report, accessed 6/22/2016)"
trump,
trump,"[10] (“the report of the commission on the theft of american intellectual property,” the ip commission report, may 2013)"
trump,
trump,"[11] (lauren carroll, “fact-checking 'clinton cash' author on claim about bill clinton's speaking fees,” politifact, 4/26/2015)"
trump,
trump,"[12] (“press release, “fast-track would give obama green light to form eu-inspired ‘pacific union,’ surrender congress’ treaty powers,” senator jeff sessions, 6/8/2015)"
trump,
trump,"[13] (“paperback version of clinton's 'hard choices’ omits her former tpp trade pact support” fox news, 6/11/2016)"
trump,
trump,"[14] (melanie hunter, “more than 600 benghazi security requests never reached clinton’s desk, but reports on libya from her ‘friend’ did,” cns news, 10/22/2015)"
trump,
trump,"[15] (press release, “state department belatedly releases new clinton benghazi documents,” judicial watch, 4/14/2016)"
trump,
trump,"[16] (“'i want the world to know that hillary lied to my face,'” fox news, 8/22/2013)"
trump,
trump,"[17] (anne barnard, “death toll from war in syria now 470,000, group finds,” the new york times, 2/11/2016)"
trump,
trump,"[18] (“obama: all us troops out of iraq by end of year,” nbc news, 10/21/2011)"
trump,
trump,"[19] (adam lerner, “hillary clinton says her iraq war vote was a 'mistake,'” politico, 5/19/2015)"
trump,
trump,"[20] (donald j. trump, “your world with neil cavuto,” fox news, 1/28/2003)"
trump,
trump,"[21] (“secret service agent's book claims clinton has 'volcanic' leadership style,” fox news, 6/6/2016)"
trump,
trump,"[22] (rebecca kaplan, “hillary clinton: u.s. should take 65,000 syrian refugees,” cbs news, 9/20/2015)"
trump,
trump,"[23] (michael patrick leahy, “politifact says trump is right: hillary clinton supports ‘500% increase in syrian refugees’” breitbart, 6/15/2016)"
trump,
trump,"[24] (melanie hunter, “fbi director admits u.s. will have no basis to vet some syrian refugees” cns news, 10/21/2015)"
trump,
trump,"[25] (judson berger, “anatomy of the terror threat: files shed light on nature, extent of plots in us,” fox news, 6/22/2016)"
trump,
trump,"[26] (jonathan landay and yeganeh torbati, “father of orlando shooter hosted political show on afghan-pakistan issues,” reuters, 6/13/2016)"
trump,
trump,"[27] (joshua green and richard rubin, “clinton foundation failed to disclose 1,100 foreign donations,” bloomberg politics, 4/29/2015)"
trump,
trump,"[28] (matthew mosk and brian ross, “bill clinton cashed in when hillary became secretary of state,” abc news, 4/23/2015)"
trump,
trump,"[29] (jo becker and mike mcintire, “cash flowed to clinton foundation amid russian uranium deal,” the new york times, 4/23/2015)"
trump,
trump,"[30] (david sirota, “clinton foundation donors got weapons deals from hillary clinton's state department,” international business times, 5/26/2015)"
trump,
trump,"[31] (“office of the chief of protocol; gifts to federal employees from foreign government sources reported to employing agencies in calendar year 2012; notice,” department of state, 8/20/2013)"
trump,
trump,"[32] (william la jeunesse, “rights groups silent as clinton foundation takes millions from countries that imprison gays,” fox news, 6/17/2016)"
trump,
trump,"[33] (“contributor and grantor information,” clinton foundation, accessed 6/22/2016)"
trump,
trump,"[34] (josh gerstein and rachael bade, “clinton server faced hacking from china, south korea and germany,” politico, 10/8/2015)"
trump,
trump,"[35] (paula reid and hannah fraser-chanpong, “report: fbi pulls deleted emails from hillary clinton's server,” cbs news, 9/22/2015)"
trump,
trump,"[36] (monica alba, “hillary clinton calls trump a 'bully' who threatens economy,” nbc news, 5/23/2016)"
trump,
trump,"[37] (megan cassidy, “mom is angry that man who killed son wasn't deported,” usa today, 7/11/2014)"
trump,"i'm with you!"
trump,""
trump,"hillary wants it all about her. even her campaign slogan is \""i'm with her.\"" i am with you and working for you to make america great again! tell hillary it's not about her by purchasing this limited edition t-shirt. #imwithyou #trump2016"
trump,clinton attacked trump for using foreign workers ignoring the times she utilized h-1b visas to get foreign workers for her foundation.
trump,
trump,"the clinton foundation has hired foreign workers via the h-1b visa program since 2004. “the clinton family charities have outsourced many u.s. white-collar jobs to foreign college graduates instead of hiring american college graduates. the outsourcing started in 2004 and it continues to this year. when asked if the foundation is still hiring foreign white-collar workers via the controversial h-1b visa program, vena cooper, one of the foundation’s personnel officers, responded ‘we do.’” (neil munro, “clinton foundation hires h-1b guest workers in place of american graduates,” breitbart, 3/10/16)"
trump,
trump,"“the foundations declined to answer questions from breitbart news, but available data shows they sought to hire up to 130 foreign graduates.” (neil munro, “clinton foundation hires h-1b guest workers in place of american graduates,” breitbart, 3/10/16)"
trump,"crooked hillary is now saying she will create jobs, while trump can not. we can flashback to the last time clinton made a promise like this."
trump,
trump,"in 2000, crooked hillary promised 200,000 jobs and delivered only 26,000, she called her promise \""a little exuberant.\"" hollow words for the new yorkers left out in the unemployment line."
trump,
trump,clinton pivot: clinton failed to deliver the jobs she promised when elected as a senator
trump,
trump,"clinton promised to create 200,000 jobs in upstate new york when she campaigned for senator in 2000. “she's reminded of it all the time around here, so sen. hillary rodham clinton couldn't have been surprised when her failed 2000 campaign promise to bring 200,000 jobs to economically desperate upstate new york became part of the latest presidential debate.” (carolyn thompson, “fact check: clinton and jobs promised,” usa today, 2/28/08)"
trump,
trump,"the region clinton sought to help actually lost nearly 26,500 jobs during her first term as senator, according to the business council of new york state. “in her first term in the senate, the region saw a net loss of 26,500 jobs, according to an analysis of u.s. bureau of labor statistics by the business council of new york state.” (carolyn thompson, “fact check: clinton and jobs promised,” usa today, 2/28/08)"
trump,
trump,"clinton acknowledged she failed to uphold her promise, calling it “a little exuberant.” clinton recently called the promise ‘a little exuberant.’ during tuesday's debate with barack obama, the new york senator said she was figuring al gore would be in the white house. ‘when i made the pledge, i was counting on having a democratic white house, a democratic president, who shared my values about what we needed to do to make the economy work for everyone and to create shared prosperity,’ she said.” (carolyn thompson, “fact check: clinton and jobs promised,” usa today, 2/28/08)"
trump,"crooked hillary clinton has proposed debt-free college, but her plans would have the opposite effect and actually increase tuition, pushing student debt even higher."
trump,
trump,"the federal reserve bank of new york released a study detailing how increases in tuition are tied to increases in student loan availability. “when students fund their education through loans, changes in student borrowing and tuition are interlinked. higher tuition costs raise loan demand, but loan supply also affects equilibrium tuition costs—for example, by relaxing students’ funding constraints.” (david lucca, taylor nadauld, and karen shen, “credit supply and the rise in college tuition: evidence from the expansion in federal student aid programs,” federal reserve bank of new york, 7/15)"
trump,
trump,"the study showed that increases in student loan programs increased tuition by as much as 65 percent. “we find that institutions more exposed to changes in the subsidized federal loan program increased their tuition disproportionately around these policy changes, with a sizable pass-through effect on tuition of about 65 percent.” (david lucca, taylor nadauld, and karen shen, “credit supply and the rise in college tuition: evidence from the expansion in federal student aid programs,” federal reserve bank of new york, 7/15)"
trump,
trump,"the subsidized loan effect was most pronounced on private institutions. “the subsidized loan effect on tuition is most pronounced for expensive, private institutions that are somewhat, but not among the most, selective.” (david lucca, taylor nadauld, and karen shen, “credit supply and the rise in college tuition: evidence from the expansion in federal student aid programs,” federal reserve bank of new york, 7/15)"
trump,
trump,"democrats “aren’t making the right distinctions” about how student loan debt is viewed by students.  “for some students, college debt can be a disincentive to attend or a crushing burden afterward. for others, many of whom are starting classes now, it is a reasonable investment in a degree that will lead to increased lifetime earnings. as they look for crowd-pleasing solutions to the college debt ‘crisis,’ the democratic candidates aren’t making the right distinctions.” (editorial, “democratic candidates are off-target on student debt,” the washington post, 8/24/15)"
trump,
trump,"the washington post editorial: clinton’s college affordability plan is “imperfectly targeted.” “sen. bernie sanders (i-vt.), for example, would make public higher education free, an expensive proposition that would subsidize a lot of rich people. former secretary of state hillary clinton’s plan is smarter but also imperfectly targeted.” (editorial, “democratic candidates are off-target on student debt,” the washington post, 8/24/15)"
trump,
trump,"the washington post editorial: clinton’s plan includes an obama proposal to offer free community college, “regardless of financial need, when such generosity simply isn’t necessary.” “ms. clinton starts by taking on president obama’s idea of offering everyone free community college, regardless of financial need, when such generosity simply isn’t necessary to bring education within everyone’s reach. then she would slash the interest rate on new federally subsidized student loans, which are taken by students before they’ve chosen a career and started earning money, even though some of that help would certainly go to future millionaires.” (editorial, “democratic candidates are off-target on student debt,” the washington post, 8/24/15)"
trump,"here i am with mary ann mendoza, in arizona. her son brandon - a hero -- died as a result of the same policies that crooked hillary clinton supports. keep the mendoza family in your thoughts and prayers - along with all of the other families who have lost loved ones."
trump,looking for more information on the new hampshire primary? visit  http://www.donaldjtrump.com/new-hampshire to find out everything you need to know to vote trump on february 9th!
trump,"a great day in new hampshire! thank you for all of your support in salem, londonderry, and manchester. i really appreciate it! remember how important it is to get out and vote tomorrow- and vote trump! we will all make america safe & great again! thank you! https://www.donaldjtrump.com/states/new-hampshire"
trump,want exclusive updates from the campaign trail? text trump to 88022 to be part of the movement to #makeamericagreatagain!
trump,america needs strong leadership. politicians can talk but they don’t get things done. i have a strong track record of success and if elected i will do what i have promised to do: #makeamericagreatagain!
trump,i loved the debate! don't forget to get out and vote trump- tomorrow! lets make america great again!
trump,so far the super bowl is very boring - not nearly as exciting as politics - make america great again!
trump,i am in new hampshire having a great time! loved the #gopdebate last night! everybody enjoy the super bowl. #superbowlsunday #sb50
trump,"thank you- plymouth, new hampshire! i had a fabulous afternoon with all of you. i appreciate all of the support. it is so important for you all to get out and vote trump on tuesday! together- we will make america safe & great again! #fitn #nhprimary"
trump,more great polls from nh. we all need to get out and vote on tuesday. for more information on how to vote trump- please go to https://www.donaldjtrump.com/states/new-hampshire- and send us your question(s.) thank you for all of your support! #votetrumpnh
trump,"tom brady on donald j. trump: \""it's pretty amazing what he's been able to accomplish as an entrepreneur and then as a television star and now running for political office. people who can do those types of things and transition into different arenas and still have that type of appeal and carry over — he's obviously appealing to a lot of different people... trump always goes home with the money... he just — he doesn't lose. he just doesn't lose.\"
trump,
trump,great words from a great champion.  thank you tom.
trump,"incredibly proud of my son eric trump and all of his efforts on behalf of st. jude children's research hospital in memphis, tennessee."
trump,"\""marco rubio is in the last days of a losing campaign.\"" governor chris christie"
trump,welcome to the #trumptrain governor chris christie! thank you! lets make america great again!
trump,
trump,donald j. trump endorsed by new jersey governor chris christie
trump, 
trump,mr. trump receives coveted endorsement days before super tuesday
trump,
trump,"(new york, ny) february 26th, 2016 - today donald j. trump received the coveted endorsement of highly respected new jersey governor chris christie at a campaign rally in fort worth, tx. the endorsement comes one day after the latest republican debate and just days before the votes are cast in the super tuesday primary contest. "
trump,
